children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose,purpose_short
1,-1294.2775327976606,23,primary education,3,unmarried,4,F,employee,0,159305.7231180025,buying my own car,car
0,-980.7797731433632,41,bachelor degree,2,married,0,M,employee,0,231714.6627108189,to own a car,car
0,-347.1260458820635,24,secondary education,1,unmarried,4,M,partner,0,102922.65663454209,transactions with the residential real estate,estate
1,-5045.581748351837,40,secondary education,1,married,0,M,partner,0,202629.15309125572,profile education,education
0,364183.0247199397,64,secondary education,1,unmarried,4,F,retiree,0,71498.48748578693,university education,education
0,-982.720031210574,46,secondary education,1,civil partnership,1,F,partner,0,117235.99472161976,car purchase,car
0,-616.2505841670708,56,secondary education,1,married,0,M,partner,0,219354.4042032316,building a real estate,estate
0,-257.31689406441313,43,masters degree,0,married,0,F,civil servant,0,269990.3799109966,supplementary education,education
0,,36,masters degree,0,married,0,M,civil servant,0,,cars,car
0,359032.4339350414,71,secondary education,1,married,0,F,retiree,0,64329.082460007245,profile education,education
2,-5112.044592641904,42,secondary education,1,unmarried,4,M,employee,0,178582.36371640195,to get asupplementary education,education
1,-1352.595933120239,44,masters degree,0,civil partnership,1,M,employee,0,241293.51602277983,car,car
0,387537.3967361323,62,secondary education,1,widow / widower,2,F,retiree,0,107038.32296737742,getting an education,education
0,-2149.964737678405,32,masters degree,0,married,0,M,employee,0,178919.81046176192,to become educated,education
1,349545.90200333967,67,secondary education,1,married,0,F,retiree,0,93093.2612958884,buying property for renting out,property
0,-1715.9569822708725,53,secondary education,1,married,0,F,employee,1,86007.87644097176,property,property
0,-3633.2428499079256,47,secondary education,1,unmarried,4,M,employee,0,316966.8977368911,building a real estate,estate
0,-839.0061366056348,25,masters degree,0,civil partnership,1,F,partner,0,121571.44224672098,wedding ceremony,wedding
0,388924.8957764618,62,secondary education,1,married,0,F,retiree,0,142219.30040229962,second-hand car purchase,car
0,-2907.009912333596,28,masters degree,0,unmarried,4,F,partner,0,225893.8633695441,going to university,education
1,-553.5287351003074,39,secondary education,1,married,0,M,employee,0,290727.98797674914,property,property
0,-11823.76787324011,55,secondary education,1,civil partnership,1,F,partner,0,322791.09834272694,building a property,property
2,-6931.690011624564,37,secondary education,1,married,0,M,employee,0,216667.8167603585,transactions with the residential real estate,estate
0,-1310.397524556474,54,secondary education,1,unmarried,4,F,partner,0,115295.6929874554,to become educated,education
1,-3123.548160640624,35,secondary education,1,civil partnership,1,F,partner,0,261466.86792249075,buying property for renting out,property
0,-1120.3770489700528,32,secondary education,1,unmarried,4,M,employee,0,83907.35117299549,property,property
0,-576.5647593890984,27,secondary education,1,unmarried,4,M,employee,0,133546.4572377553,going to university,education
0,-14652.093785926449,59,secondary education,1,married,0,F,civil servant,0,151474.10073800536,car purchase,car
0,396412.052305346,50,secondary education,1,married,0,F,retiree,0,142125.42914312752,profile education,education
0,-1532.7537492063034,55,SECONDARY EDUCATION,1,civil partnership,1,F,employee,1,93231.5796352974,to have a wedding,wedding
2,,35,masters degree,0,unmarried,4,F,partner,0,,buy residential real estate,estate
0,-3566.9052413360027,33,masters degree,0,unmarried,4,F,employee,0,78796.93868873731,purchase of the house,house
0,-1509.6512996252698,52,secondary education,1,married,0,F,employee,1,250962.92685659527,to get asupplementary education,education
2,-4052.3141585276207,34,secondary education,1,married,0,F,employee,0,42704.52995841406,to become educated,education
2,-10216.013110916949,58,Secondary Education,1,married,0,M,partner,0,120711.89241648203,to buy a car,car
1,-1632.8080131103472,32,secondary education,1,divorced,3,F,employee,0,124401.29681827272,car,car
1,,31,secondary education,1,married,0,F,employee,0,,transactions with my real estate,estate
1,-6772.72093958965,41,secondary education,1,married,0,M,employee,0,149743.61222329858,buy residential real estate,estate
0,-1323.4039860215355,32,secondary education,1,civil partnership,1,F,employee,0,157391.31328466142,wedding ceremony,wedding
0,-3767.2488417961335,36,MASTERS DEGREE,0,married,0,F,employee,0,88735.63507072465,buy commercial real estate,estate
1,-2858.405730980113,37,secondary education,1,divorced,3,M,partner,0,136078.70947603244,to buy a car,car
0,-2459.203294584891,39,secondary education,1,married,0,F,employee,0,221510.81942807933,building a real estate,estate
0,-3638.351654374868,38,masters degree,0,married,0,F,employee,0,207491.3632861959,property renovation,property
0,-1513.0990951138238,40,secondary education,1,married,0,M,employee,0,201131.7693282153,profile education,education
2,-1399.361281818803,31,secondary education,1,married,0,M,employee,0,111172.67438577084,car,car
0,391408.5390639085,68,secondary education,1,widow / widower,2,F,retiree,0,41558.45474160279,property renovation,property
1,,40,secondary education,1,married,0,F,partner,0,,to become educated,education
0,-1152.7318243790344,28,secondary education,1,unmarried,4,M,employee,0,133377.2597308987,supplementary education,education
0,-4197.648783218601,46,secondary education,1,married,0,F,employee,0,138930.50099025568,buy commercial real estate,estate
0,-1331.1702287017613,31,secondary education,1,married,0,F,employee,0,123135.17347936134,profile education,education
2,-888.0955552824132,42,secondary education,1,divorced,3,F,employee,0,143503.69895027523,getting an education,education
0,,59,masters degree,0,married,0,M,employee,0,,buy real estate,estate
0,-217.12129392712387,55,secondary education,1,married,0,M,partner,0,97900.03182649155,purchase of a car,car
0,-2824.7719991098866,29,secondary education,1,married,0,F,employee,0,86664.80815655143,housing transactions,house
1,-316.24064578435247,54,secondary education,1,divorced,3,F,employee,0,68530.3383474396,buying a second-hand car,car
0,-1827.224855874213,53,secondary education,1,married,0,F,employee,0,65590.78486882134,purchase of the house for my family,house
0,-403.2928494890746,43,secondary education,1,civil partnership,1,F,employee,0,81427.48423061927,wedding ceremony,wedding
0,-2898.95781280318,52,secondary education,1,married,0,F,partner,0,126603.74431693312,purchase of the house,house
2,,29,secondary education,1,civil partnership,1,F,civil servant,0,,having a wedding,wedding
1,-4139.859491314775,48,SECONDARY EDUCATION,1,married,0,F,employee,0,147055.202918476,purchase of the house for my family,house
2,-1716.3907186534286,39,secondary education,1,married,0,M,employee,0,128496.43766459476,buy commercial real estate,estate
0,-4497.216155751704,45,secondary education,1,married,0,M,employee,0,235620.5917081805,real estate transactions,estate
0,338945.61184631806,60,secondary education,1,married,0,F,retiree,0,78935.74279478926,second-hand car purchase,car
1,-6751.736149623762,36,secondary education,1,married,0,F,employee,0,126456.89786638969,real estate transactions,estate
0,396125.80589405296,62,secondary education,1,married,0,F,retiree,0,259034.0426865993,construction of own property,property
0,-1236.5997172067891,64,masters degree,0,married,0,F,partner,0,425534.5398949079,housing transactions,house
0,-2469.4123793531558,24,SECONDARY EDUCATION,1,married,0,F,employee,0,177046.93042930306,buying my own car,car
0,-3472.6979114937108,57,secondary education,1,married,0,M,employee,0,215599.5707966929,second-hand car purchase,car
0,,53,secondary education,1,married,0,M,partner,0,,buy real estate,estate
0,-522.485728035107,23,Masters Degree,0,civil partnership,1,F,employee,0,134918.7413254973,transactions with the residential real estate,estate
0,-1235.0651826128517,26,secondary education,1,unmarried,4,M,employee,0,109872.79191941555,going to university,education
0,-2288.0411993739845,36,secondary education,1,married,0,F,employee,0,66965.6425134086,buy residential real estate,estate
1,-3840.590828409256,33,secondary education,1,married,0,M,employee,0,173267.2422966229,building a real estate,estate
0,-697.2832731142372,36,Secondary Education,1,unmarried,4,M,employee,0,109447.96001439876,to get asupplementary education,education
0,341407.73395208496,61,secondary education,1,married,0,F,retiree,0,91889.56739729656,property,property
0,-1719.852135660964,31,masters degree,0,married,0,F,employee,0,237478.30857033643,education,education
0,-1033.844227394982,38,secondary education,1,married,0,F,employee,0,93706.29367844095,cars,car
1,-1366.9746123686662,36,secondary education,1,unmarried,4,M,employee,0,105915.67529559691,property,property
1,,44,secondary education,1,married,0,F,employee,0,,to get asupplementary education,education
0,-1584.279182036753,34,secondary education,1,married,0,F,employee,0,67748.65813542648,to own a car,car
1,-771.6144096851317,29,secondary education,1,married,0,M,employee,0,319717.92035945697,getting higher education,education
0,,53,secondary education,1,married,0,F,retiree,1,,purchase of my own house,house
0,393065.4506978645,64,secondary education,1,married,0,F,retiree,0,131394.33281603814,buying my own car,car
1,,27,secondary education,1,married,0,M,employee,0,,buy commercial real estate,estate
0,344186.98408316745,56,secondary education,1,married,0,F,retiree,0,81886.00035470517,construction of own property,property
0,-3081.700742107357,43,secondary education,1,married,0,M,employee,0,305748.85167955386,buying my own car,car
2,,31,secondary education,1,civil partnership,1,F,retiree,0,,wedding ceremony,wedding
0,-3533.403832252578,0,Secondary Education,1,civil partnership,1,F,employee,1,110485.45604274455,wedding ceremony,wedding
0,354994.1033268167,62,secondary education,1,widow / widower,2,F,retiree,0,126835.99782740572,purchase of a car,car
0,389963.1968073366,65,bachelor degree,2,civil partnership,1,M,retiree,0,122706.71605857705,buy commercial real estate,estate
0,-3224.004232829398,40,secondary education,1,civil partnership,1,F,employee,0,117748.09244555184,going to university,education
0,-862.6860101990168,29,secondary education,1,married,0,F,employee,0,113327.33998884688,housing,house
0,356564.16947201174,53,masters degree,0,married,0,F,retiree,0,160298.22942165608,building a property,property
0,-1394.2607209211326,61,masters degree,0,married,0,M,employee,0,198373.8459200652,buy residential real estate,estate
0,-1972.9657387915893,28,masters degree,0,married,0,F,employee,0,202365.611023168,purchase of a car,car
1,-1963.4835351775944,27,secondary education,1,married,0,F,partner,0,145521.97728763806,to get asupplementary education,education
0,-12899.770007710304,58,secondary education,1,married,0,F,employee,0,91825.3675439288,buy real estate,estate
0,-300.86511980848104,53,secondary education,1,married,0,M,employee,0,103801.47737067056,purchase of the house for my family,house
0,361032.7835389532,67,SECONDARY EDUCATION,1,civil partnership,1,F,retiree,0,169654.6027447868,supplementary education,education
0,-2026.398537323873,50,masters degree,0,civil partnership,1,F,partner,0,103534.28886607153,to have a wedding,wedding
0,-535.9280366566924,62,Secondary Education,1,civil partnership,1,F,civil servant,0,143530.83682144745,going to university,education
0,,46,secondary education,1,married,0,F,employee,0,,going to university,education
0,-1794.1881924517083,27,secondary education,1,unmarried,4,M,partner,0,233850.34266196628,buy residential real estate,estate
1,-7720.474249835208,41,secondary education,1,married,0,M,partner,0,126236.62020302191,education,education
1,-170.15713250057271,28,secondary education,1,married,0,M,partner,0,73060.16569734701,profile education,education
2,-1454.0707178978894,55,secondary education,1,married,0,F,employee,0,62737.11836877724,buying property for renting out,property
1,-3687.279262585142,35,masters degree,0,married,0,M,partner,0,270380.1526951191,transactions with the residential real estate,estate
0,-1343.7644647493676,33,secondary education,1,civil partnership,1,M,employee,0,255581.6180101217,getting an education,education
1,-1458.9429088808124,24,secondary education,1,civil partnership,1,F,employee,0,150842.29037899445,to buy a car,car
0,-9050.527055089677,46,secondary education,1,married,0,F,employee,0,135461.92863574027,transactions with the residential real estate,estate
0,-10453.925064665338,49,secondary education,1,married,0,F,employee,0,60860.21771622617,transactions with the residential real estate,estate
0,-3632.195098607111,47,masters degree,0,unmarried,4,F,partner,0,317214.4710082499,to become educated,education
2,-5648.553096096198,44,masters degree,0,married,0,F,civil servant,0,137027.30565699248,housing,house
0,-217.013066249032,53,secondary education,1,married,0,F,employee,0,141852.2986151858,purchase of the house for my family,house
1,-448.221932823412,32,masters degree,0,married,0,F,partner,0,334740.2136753073,housing transactions,house
1,-2148.783474865675,27,secondary education,1,unmarried,4,F,employee,0,171982.1144622328,buying property for renting out,property
1,-1709.2135299728686,49,masters degree,0,civil partnership,1,M,employee,1,245645.5622728405,building a real estate,estate
0,-140.93526507232582,28,Secondary Education,1,unmarried,4,F,partner,0,65326.84619614875,getting higher education,education
1,-497.9740302804522,35,secondary education,1,married,0,F,employee,0,67577.8555263162,buy commercial real estate,estate
0,-8204.558038935491,50,secondary education,1,unmarried,4,F,employee,0,184014.68164364967,property renovation,property
0,-4288.406044214276,59,masters degree,0,civil partnership,1,M,employee,0,219751.74113296543,car,car
2,-4444.566738773289,37,secondary education,1,married,0,F,civil servant,0,118660.33030519132,buy real estate,estate
0,-2440.7332852358145,42,secondary education,1,civil partnership,1,M,employee,0,145628.9632790133,property,property
0,-3401.614865897785,52,secondary education,1,unmarried,4,F,partner,0,100509.0276740965,cars,car
2,,37,secondary education,1,married,0,F,employee,0,,property renovation,property
0,-1161.2272162310528,40,masters degree,0,married,0,F,employee,0,122420.34672766172,buy commercial real estate,estate
1,-4903.328211228802,39,secondary education,1,married,0,F,employee,0,147800.33971255578,housing,house
2,-2234.0402567366154,28,masters degree,0,married,0,F,employee,0,136440.86346061042,education,education
0,387849.2425629541,59,secondary education,1,civil partnership,1,F,retiree,0,121657.65914424713,having a wedding,wedding
2,-1740.9645848708649,36,secondary education,1,civil partnership,1,F,partner,0,239762.218219656,university education,education
-1,-3575.215640973632,33,secondary education,1,married,0,F,employee,0,128362.02387862888,university education,education
2,,37,masters degree,0,married,0,M,partner,0,,purchase of the house for my family,house
0,-365.3134539290504,44,Secondary Education,1,civil partnership,1,F,employee,1,171886.88788940886,car purchase,car
1,-7580.042940985962,39,secondary education,1,civil partnership,1,F,civil servant,0,86063.28699330217,buying my own car,car
0,-846.4296243746162,34,bachelor degree,2,unmarried,4,M,employee,1,177896.49655594875,building a property,property
1,-409.61105609766594,35,secondary education,1,civil partnership,1,M,employee,1,146981.3449841308,housing,house
1,-110.55449655822592,47,secondary education,1,married,0,F,employee,1,83506.36531239907,to become educated,education
2,-200.2287744625832,30,secondary education,1,married,0,M,civil servant,0,483040.49951387977,cars,car
1,-1824.9466691483367,27,masters degree,0,unmarried,4,F,employee,0,66247.44429877367,buy residential real estate,estate
1,,26,masters degree,0,married,0,F,employee,0,,property,property
1,-2219.6655113269294,49,masters degree,0,married,0,M,employee,0,279319.5415185573,transactions with my real estate,estate
1,,30,secondary education,1,married,0,F,civil servant,0,,supplementary education,education
0,-1339.2668806714858,24,secondary education,1,unmarried,4,M,civil servant,0,151089.7212525799,to own a car,car
0,364084.1383570381,69,masters degree,0,civil partnership,1,F,retiree,0,137184.75427023935,having a wedding,wedding
0,-3271.511534422583,42,secondary education,1,unmarried,4,F,employee,0,138180.36733493482,transactions with my real estate,estate
0,339778.4897579334,54,secondary education,1,civil partnership,1,F,retiree,0,177364.98389404954,purchase of the house,house
0,-1720.1494848843436,60,SECONDARY EDUCATION,1,civil partnership,1,M,employee,0,119609.21176257927,to have a wedding,wedding
0,-206.3155441407472,30,secondary education,1,unmarried,4,F,employee,0,114831.49823543357,getting an education,education
1,-966.6476457727426,39,masters degree,0,divorced,3,F,partner,0,230533.36917227609,housing,house
0,,41,secondary education,1,unmarried,4,F,employee,1,,cars,car
0,385148.3023128019,60,secondary education,1,divorced,3,F,retiree,0,93293.6170943313,car,car
1,-2368.716226324725,44,secondary education,1,married,0,F,partner,0,230256.43450646685,purchase of the house for my family,house
0,-3290.364587110996,50,secondary education,1,divorced,3,F,partner,0,107425.25337935735,education,education
0,398149.1797921711,62,secondary education,1,married,0,F,retiree,0,306802.9874977565,transactions with my real estate,estate
1,-3231.1749304408545,41,masters degree,0,married,0,F,employee,0,483983.8372580895,transactions with my real estate,estate
0,388660.8095218553,60,secondary education,1,married,0,F,retiree,0,140038.0386468496,getting higher education,education
1,-4045.687865537128,39,masters degree,0,married,0,M,employee,0,226080.5822275332,buy residential real estate,estate
2,-1526.7865926939571,38,secondary education,1,civil partnership,1,F,employee,0,238828.0342310095,having a wedding,wedding
1,379268.0998480682,57,secondary education,1,married,0,M,retiree,0,54253.27969930104,getting an education,education
1,,43,secondary education,1,civil partnership,1,F,employee,1,,getting an education,education
0,-5532.324421978989,47,secondary education,1,married,0,M,employee,0,74605.79450170847,housing transactions,house
0,-2062.3432879466927,51,secondary education,1,divorced,3,M,employee,0,111855.45447472583,second-hand car purchase,car
1,-2231.2971379613496,37,secondary education,1,civil partnership,1,M,employee,0,65679.43804327682,purchase of a car,car
2,-715.6117300847798,24,SECONDARY EDUCATION,1,married,0,M,employee,0,216874.7629586937,getting an education,education
1,,42,secondary education,1,civil partnership,1,F,employee,0,,to have a wedding,wedding
2,-1308.901135498372,31,secondary education,1,civil partnership,1,F,employee,0,133408.20718179402,buying my own car,car
0,,38,secondary education,1,civil partnership,1,M,retiree,0,,profile education,education
0,-605.9904916379265,37,MASTERS DEGREE,0,married,0,F,partner,0,128985.20278073814,purchase of the house,house
0,-102.84279685668776,39,primary education,3,civil partnership,1,M,employee,0,122114.45240477864,purchase of a car,car
0,-9175.94162773679,44,masters degree,0,married,0,F,employee,0,153470.60721269337,transactions with the residential real estate,estate
0,347051.8642004341,63,secondary education,1,married,0,F,retiree,0,166790.94558003807,university education,education
1,-974.990817365978,28,secondary education,1,married,0,M,employee,0,433310.7137683791,housing transactions,house
1,-3426.9403712352423,61,masters degree,0,married,0,M,employee,0,122604.97173943052,getting an education,education
0,-813.1662018806056,29,secondary education,1,civil partnership,1,M,employee,0,111228.89337159284,having a wedding,wedding
0,-3284.520674471628,43,secondary education,1,married,0,F,partner,0,160417.28503555874,purchase of the house for my family,house
3,-1482.1476147860817,31,secondary education,1,married,0,F,employee,0,388364.89302437135,car purchase,car
0,346927.81850381143,63,secondary education,1,widow / widower,2,F,retiree,0,143781.33035186527,transactions with the residential real estate,estate
0,-5652.3547550771045,56,secondary education,1,married,0,M,partner,0,312799.3728813052,cars,car
0,-4420.152806317186,53,masters degree,0,civil partnership,1,F,partner,1,434023.4278135577,to get asupplementary education,education
1,-1580.1418419507647,37,secondary education,1,divorced,3,M,partner,0,209384.38184462825,real estate transactions,estate
0,-887.8851800451324,48,secondary education,1,civil partnership,1,F,employee,0,114686.2953350656,wedding ceremony,wedding
0,378084.5041979475,56,secondary education,1,civil partnership,1,F,retiree,0,37736.97296722476,having a wedding,wedding
2,-6330.388061237318,46,secondary education,1,civil partnership,1,F,employee,0,107241.23103530642,getting an education,education
0,-454.9404312213079,44,secondary education,1,married,0,F,partner,0,67887.42016641474,building a real estate,estate
0,-5258.06887183894,32,Secondary Education,1,civil partnership,1,F,employee,1,79215.35509407632,to become educated,education
1,-225.7049611563573,33,secondary education,1,married,0,M,employee,0,134613.76413265624,buy real estate,estate
0,381610.0757609677,66,secondary education,1,married,0,M,retiree,0,128107.52716774488,car purchase,car
0,-2536.71739347115,49,secondary education,1,married,0,F,employee,0,173269.13578755775,university education,education
0,-943.5608489119624,20,bachelor degree,2,civil partnership,1,F,employee,0,132675.25471401645,purchase of a car,car
0,-797.5918331374241,24,secondary education,1,unmarried,4,F,employee,0,101706.19454960836,cars,car
0,-1200.5419399227,35,secondary education,1,civil partnership,1,M,partner,0,157007.52076335394,housing,house
0,-836.9465581939813,29,masters degree,0,unmarried,4,M,partner,0,178151.71795632562,real estate transactions,estate
1,-2602.09237352731,31,secondary education,1,married,0,F,employee,0,110147.21362930266,second-hand car purchase,car
2,-2164.57055695315,29,masters degree,0,married,0,F,partner,1,276378.8831360556,building a real estate,estate
2,-274.17301459780384,48,masters degree,0,civil partnership,1,M,partner,0,377267.6792710232,having a wedding,wedding
1,359735.73790918576,56,secondary education,1,married,0,M,retiree,1,189736.06373055448,housing transactions,house
0,-5160.625652483821,49,secondary education,1,widow / widower,2,F,employee,0,183066.96792347523,university education,education
1,-243.67475203570848,23,secondary education,1,married,0,F,civil servant,0,65240.53520696553,education,education
1,364343.08813995466,59,secondary education,1,married,0,M,retiree,0,82720.29206086944,purchase of my own house,house
2,-1155.3963230399534,33,masters degree,0,unmarried,4,F,employee,0,275832.5242232432,supplementary education,education
0,-260.4522283077256,26,secondary education,1,civil partnership,1,M,employee,0,156286.40292855393,buy residential real estate,estate
0,-4181.8317135594125,50,masters degree,0,divorced,3,M,employee,0,361748.4925744028,housing,house
2,-2564.846183144988,30,secondary education,1,married,0,F,employee,0,71157.2942722149,building a real estate,estate
0,-2243.8658247930352,50,SECONDARY EDUCATION,1,married,0,F,partner,0,148317.10229855386,buy real estate,estate
0,393990.55333276594,54,secondary education,1,married,0,F,retiree,0,99868.05415433418,buying a second-hand car,car
1,365524.252186031,69,secondary education,1,unmarried,4,F,retiree,0,90904.06471774324,purchase of the house,house
0,385959.1907166875,57,secondary education,1,married,0,F,retiree,0,146046.36023200033,housing transactions,house
0,339443.23060732643,52,secondary education,1,civil partnership,1,F,retiree,0,51436.90303610053,wedding ceremony,wedding
0,-118.46374780981176,37,secondary education,1,divorced,3,F,employee,0,81041.32533589809,construction of own property,property
1,-785.1051769722905,29,secondary education,1,married,0,M,employee,0,152505.54982998315,buy real estate,estate
2,,30,secondary education,1,married,0,F,civil servant,0,,buying a second-hand car,car
0,-1393.889712876466,57,secondary education,1,divorced,3,M,partner,0,185910.6753910645,construction of own property,property
1,-2128.613097717284,29,Masters Degree,0,married,0,F,employee,0,672004.684646395,building a real estate,estate
0,-3203.488762509542,41,masters degree,0,civil partnership,1,F,partner,0,305471.7008881092,having a wedding,wedding
0,-1874.924380229192,57,secondary education,1,married,0,M,employee,0,243978.32893787103,to buy a car,car
0,-2107.318474579432,48,secondary education,1,married,0,M,partner,0,169458.09405403913,buy residential real estate,estate
1,-587.4451898155429,38,secondary education,1,civil partnership,1,F,employee,0,56127.018311718864,transactions with my real estate,estate
0,-1130.022967772806,40,secondary education,1,married,0,F,employee,0,128826.38326816214,to own a car,car
0,-1097.6445378816677,49,secondary education,1,married,0,F,partner,0,75603.72312412053,purchase of the house,house
1,-1320.6101669666375,32,secondary education,1,married,0,M,partner,0,173101.25184785662,buy residential real estate,estate
0,-972.0927378590684,52,secondary education,1,married,0,M,employee,1,193754.43040616176,property,property
1,-3564.807615754165,39,secondary education,1,married,0,F,employee,1,204099.96919524347,real estate transactions,estate
0,,51,secondary education,1,widow / widower,2,F,partner,0,,buy commercial real estate,estate
1,-2050.7508884132776,40,masters degree,0,unmarried,4,M,employee,0,175011.49398431866,building a property,property
1,-5007.813957844809,36,masters degree,0,civil partnership,1,F,partner,0,45654.21412924556,going to university,education
2,-1123.4532922581952,37,secondary education,1,civil partnership,1,M,partner,0,144247.15949335755,wedding ceremony,wedding
1,-2418.1262888389497,32,secondary education,1,married,0,F,employee,0,102348.64182299512,second-hand car purchase,car
1,333077.5512000984,55,masters degree,0,married,0,M,retiree,0,315088.5774311205,real estate transactions,estate
0,-3673.276063247681,32,masters degree,0,unmarried,4,M,partner,0,496403.91519905615,profile education,education
0,-1171.2951291224508,25,masters degree,0,civil partnership,1,F,employee,0,150901.8250998354,car,car
1,-3233.6549312762813,36,masters degree,0,married,0,F,employee,0,208340.42106578065,property renovation,property
0,-10160.018063824602,45,secondary education,1,civil partnership,1,M,employee,0,76869.27292323108,to have a wedding,wedding
0,383656.5306002875,60,secondary education,1,unmarried,4,F,retiree,0,107334.77578253072,buying property for renting out,property
1,,38,secondary education,1,unmarried,4,F,employee,0,,buy commercial real estate,estate
0,-4076.603740576039,58,secondary education,1,married,0,M,employee,0,97737.10414394426,buying property for renting out,property
0,355417.20872739493,62,bachelor degree,2,married,0,F,retiree,0,159182.90647485148,buying my own car,car
0,400581.3113934165,58,secondary education,1,married,0,F,retiree,0,234029.9981399004,to get asupplementary education,education
0,-2212.2433758893217,50,secondary education,1,married,0,M,employee,0,110460.52010124264,supplementary education,education
1,-4109.464696710933,29,secondary education,1,married,0,M,employee,0,292124.20338475663,car purchase,car
0,,29,masters degree,0,married,0,M,employee,0,,buy residential real estate,estate
0,-380.1523409718248,46,secondary education,1,civil partnership,1,M,employee,0,461137.40361231065,property,property
1,,31,masters degree,0,married,0,M,civil servant,0,,buy commercial real estate,estate
0,,39,bachelor degree,2,married,0,M,employee,0,,construction of own property,property
0,-1024.398256132477,48,masters degree,0,married,0,F,partner,0,273134.709163393,to own a car,car
0,-1015.515144241736,22,secondary education,1,civil partnership,1,M,partner,0,158293.75286769198,construction of own property,property
2,-2761.8728124185686,36,secondary education,1,married,0,F,employee,0,124343.46570553276,buy residential real estate,estate
0,-5596.529202065743,59,secondary education,1,married,0,M,partner,0,219137.72272123105,cars,car
0,-3497.9740358384624,55,secondary education,1,civil partnership,1,M,employee,0,179137.18335278114,wedding ceremony,wedding
0,-1073.3581987341845,37,secondary education,1,civil partnership,1,M,employee,0,172724.27828707118,purchase of the house,house
0,-3776.681438948213,62,secondary education,1,married,0,M,employee,0,204528.99702674808,buy real estate,estate
3,-2901.777302864065,37,masters degree,0,married,0,F,employee,0,134187.88925490974,to get asupplementary education,education
1,-717.7872805282701,35,primary education,3,unmarried,4,M,employee,0,162915.62323028088,property,property
1,-1004.8752911656204,30,secondary education,1,civil partnership,1,M,employee,1,99357.2696921116,going to university,education
0,-2247.6420279079884,52,secondary education,1,civil partnership,1,M,employee,0,132814.7234857299,to have a wedding,wedding
2,-4078.927573276191,31,secondary education,1,married,0,F,civil servant,0,81238.71678211371,housing,house
2,-1359.583667571056,40,bachelor degree,2,married,0,M,employee,0,503881.5727381581,building a property,property
0,-1587.6460221269429,35,masters degree,0,married,0,F,partner,0,441522.9431869681,property,property
0,-3600.6817669594734,29,secondary education,1,married,0,M,employee,0,373717.7146160489,university education,education
0,-5536.801151941263,35,masters degree,0,civil partnership,1,F,partner,0,1027742.2793171688,housing transactions,house
0,,54,secondary education,1,married,0,F,employee,0,,buying a second-hand car,car
1,,30,masters degree,0,married,0,F,civil servant,0,,purchase of the house for my family,house
1,-1971.7280485233596,49,Secondary Education,1,unmarried,4,F,employee,0,183677.87875894364,buying property for renting out,property
1,-246.5460816252972,34,secondary education,1,married,0,M,partner,0,138802.2091617917,car purchase,car
1,-2164.1698143013377,29,secondary education,1,married,0,M,partner,0,264087.3917075872,transactions with my real estate,estate
1,-3173.282034558504,41,masters degree,0,unmarried,4,F,partner,0,1427934.4631516722,car,car
0,,21,masters degree,0,unmarried,4,M,partner,0,,purchase of the house for my family,house
2,,23,secondary education,1,married,0,M,partner,0,,buying a second-hand car,car
0,,43,secondary education,1,unmarried,4,F,employee,0,,purchase of a car,car
0,392265.2119388623,63,masters degree,0,unmarried,4,M,retiree,0,131624.65104629725,getting an education,education
0,-811.1131744654274,49,secondary education,1,married,0,M,employee,1,253977.0577395536,housing,house
0,-8285.854948875762,48,secondary education,1,divorced,3,F,partner,0,116918.42636043104,university education,education
0,337821.7706067219,55,secondary education,1,married,0,F,retiree,0,395849.10177350725,supplementary education,education
0,-2828.7903099717328,27,secondary education,1,unmarried,4,M,employee,0,149132.20540734535,building a property,property
0,-4750.241461529109,53,secondary education,1,married,0,F,employee,0,53040.64332376183,buy residential real estate,estate
0,-8759.30955732833,43,secondary education,1,civil partnership,1,F,employee,0,139662.92988369733,getting higher education,education
0,-2987.3852971407973,54,secondary education,1,married,0,F,partner,0,43040.86372612249,purchase of the house,house
1,-2167.067775273406,26,masters degree,0,married,0,F,employee,0,156224.88894601035,cars,car
0,-1929.8071362877768,48,secondary education,1,married,0,F,partner,0,129159.80947783124,housing transactions,house
0,-788.9949460900373,41,secondary education,1,divorced,3,M,employee,0,165497.91737582505,purchase of the house,house
1,-333.935516212943,41,MASTERS DEGREE,0,civil partnership,1,M,partner,0,1551152.8938321068,wedding ceremony,wedding
0,393506.2668509173,60,secondary education,1,unmarried,4,F,retiree,0,100271.9184798574,car purchase,car
1,-4319.435599908511,33,secondary education,1,married,0,M,employee,0,195799.5148846309,to own a car,car
0,-3126.728857208888,32,masters degree,0,unmarried,4,F,civil servant,0,208496.6014818953,second-hand car purchase,car
0,,54,secondary education,1,married,0,F,employee,0,,purchase of my own house,house
0,-4295.176184154364,64,secondary education,1,married,0,F,employee,0,280814.96552653704,housing transactions,house
2,-8160.673735399317,58,secondary education,1,married,0,F,employee,0,132468.04814448892,buy real estate,estate
0,-4437.570767258645,45,SECONDARY EDUCATION,1,married,0,F,employee,0,74428.67369636221,purchase of the house,house
0,-4651.428647651737,43,masters degree,0,married,0,F,employee,0,584444.4539912323,property,property
0,-1196.5851558571037,55,Secondary Education,1,married,0,F,employee,0,158623.97965433545,education,education
0,-1603.942553001191,28,SECONDARY EDUCATION,1,married,0,M,employee,0,160470.7159735968,buying a second-hand car,car
